Feature Scenario,Testcase Title,TestcaseId,Testcase Precondition,Testcase steps,Expected Result
Configure Alert Trap Information,"Failed alert source configuration with security level authNoPriv 
without auth key",SIM_AM_012,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with  security level AuthNoPriv and without 
auth_key
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthPriv"",
 ""auth_protocol"": ""sha"",
 ""privacy_protocol"": ""des"",
 ""privacy_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}

3. Check whether the alert source is registered successfully.","1. In step 3, the alert source addition is failed with  
Status code : 400 Bad Request
Invalid input received: If snmp version is SNMPv3 and security_level is AuthPriv or AuthNoPriv, auth_protocol and auth_key are required."
Configure Alert Trap Information,Successful alert source configuration with security level AuthNoPriv ,SIM_AM_013,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with  security level AuthNoPriv and with
auth_protocol, auth_key
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthNoPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}

3. Check whether the alert source is registered successfully.
4. Obtain alert source information(GET <ip-addr>:<port>/v1/storages/<storage-id>/alert-source) and check whether the information is correct.","1. In step 3, the alert source is successfully added with normal state. The status code of return is 200.
2. In step 4, the basic information about the alert source is obtained successfully and the information is correct. "
Configure Alert Trap Information,"Failed alert source configuration with security level authPriv 
without privacy protocol",SIM_AM_014,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with  security level AuthPriv and without 
""privacy_protocol"":
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""privacy_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}

3. Check whether the alert source is registered successfully.","1. In step 3, the alert source addition is failed with  
Status code : 400 Bad Request
Invalid input received: If snmp version is SNMPv3 and security_level is AuthPriv or AuthNoPriv, auth_protocol and auth_key are required."
Configure Alert Trap Information,"Failed alert source configuration with security level authPriv 
without privacy key",SIM_AM_015,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with  security level AuthPriv and without 
""privacy_key"":
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""privacy_protocol"": ""des"",
 ""engine_id"": ""800000d30300000e112245""
}

3. Check whether the alert source is registered successfully.","1. In step 3, the alert source addition is failed with  
Status code : 400 Bad Request
Invalid input received: If snmp version is SNMPv3 and security_level is AuthPriv or AuthNoPriv, auth_protocol and auth_key are required."
Configure Alert Trap Information,Successful alert source configuration with security level AuthPriv ,SIM_AM_016,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with  security level AuthPriv and with
auth_protocol, auth_key, privacy_protocol,privacy_key
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""privacy_protocol"": ""des"",
 ""privacy_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}

3. Check whether the alert source is registered successfully.
4. Obtain alert source information(GET <ip-addr>:<port>/v1/storages/<storage-id>/alert-source) and check whether the information is correct.","1. In step 3, the alert source is successfully added with normal state. The status code of return is 200.
2. In step 4, the basic information about the alert source is obtained successfully and the information is correct. "
Configure Alert Trap Information,Failed to get alert source when not configured,SIM_AM_017,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Obtain alert source information(GET <ip-addr>:<port>/v1/storages/<storage-id>/alert-source) with valid storage id","1. In step 2, the get alert source is failed with
Status code : 404 Not Found  
Alert source for storage .. could not be found"
Delete Trap source,Successfully delete alert source with v2 config,SIM_AM_018,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with  v2 version
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}
3. Call  DELETE <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to delete newly added alert source 
4. Obtain alert source information(GET <ip-addr>:<port>/v1/storages/<storage-id>/alert-source) 
","1. In step 4, confirm alert souirce deletion with the get alert source output
Status code : 404 Not Found  
Alert source for storage .. could not be found"
Delete Trap source,Successfully delete alert source with v3 config,SIM_AM_019,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with  v3 version
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""privacy_protocol"": ""des"",
 ""privacy_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}
3. Call  DELETE <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to delete newly added alert source 
4. Obtain alert source information(GET <ip-addr>:<port>/v1/storages/<storage-id>/alert-source) 
","1. In step 4, confirm alert souirce deletion with the get alert source output
Status code : 404 Not Found  
Alert source for storage .. could not be found"
Delete Trap source,Delete non existing  alert source,SIM_AM_020,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call  DELETE <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to without creating alert source ","1. In step 2, the delete alert source is failed with
Status code : 404 Not Found  
Alert source for storage .. could not be found"
Update trap source,"Successful update of  v2 alert source config with v3 NoAuthNoPriv 
Config",SIM_AM_021,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with v2 version:
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}

3. Update same alert source with 
PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to update alert source  with  security level NoAuthNoPriv 
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""NoAuthNoPriv"",
 ""engine_id"": ""800000d30300000e112245""
}
4. Check whether the alert source is updated successfully.
5. Obtain alert source information(GET <ip-addr>:<port>/v1/storages/<storage-id>/alert-source) and check whether the information is correct.","1. In step 4, the alert source is successfully added with normal state. The status code of return is 200.
2. In step 5, alert source  obtained contains updated v3 configurations"
Update trap source,"Successful update of  v2 alert source config with v3 AuthNoPriv 
Config",SIM_AM_022,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with v2 version:
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}
3. Update same alert source with 
PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to update alert source  with  security level AuthNoPriv 
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthNoPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}
4. Check whether the alert source is updated successfully.
5. Obtain alert source information(GET <ip-addr>:<port>/v1/storages/<storage-id>/alert-source) and check whether the information is correct.","1. In step 4, the alert source is successfully added with normal state. The status code of return is 200.
2. In step 5, alert source  obtained contains updated v3 configurations"
Update trap source,"Successful update of  v2 alert source config with v3 AuthPriv 
Config",SIM_AM_023,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with v2 version:
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}
3. Update same alert source with 
PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to update alert source  with  security level AuthPriv 
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""privacy_protocol"": ""des"",
 ""privacy_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}
4. Check whether the alert source is updated successfully.
5. Obtain alert source information(GET <ip-addr>:<port>/v1/storages/<storage-id>/alert-source) and check whether the information is correct.
","1. In step 4, the alert source is successfully added with normal state. The status code of return is 200.
2. In step 5, alert source  obtained contains updated v3 configurations"
Update trap source,Successful update of  v3 alert source config with v2 ,SIM_AM_024,"1. SIM project installed
2. Storage device Available 
","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}

2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add alert source  with  security level AuthPriv 
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""privacy_protocol"": ""des"",
 ""privacy_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}
3. Update to v2 config using
 PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source :
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}
4. Check whether the alert source is updated successfully.
5. Obtain alert source information(GET <ip-addr>:
<port>/v1/storages/<storage-id>/alert-source) and check whether the information is correct.","1. In step 4, the alert source is successfully added with normal state. The status code of return is 200.
2. In step 5, alert source  obtained contains updated v2 configurations"
Get Alert Notification from storage backend,Successful trap receive with valid v2 alert source,SIM_AM_025,"1. SIM project installed
2. Storage device Available 
3. Netsnmp is installed","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with v2 version:
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}
3. Send v2 test trap with community string ‘public’
snmptrap -c public -v 2c 127.0.0.1 """" 1.3.6.1.3.94 1.3.6.1.3.94.1.11.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 79 
.1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s 000192601409 .1.3.6.1.3.94.1.11.1.7.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 5 .1.3.6.1.3.94.1.11.1.9.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 s ""Symmetrix 000192601409 FastSRP SRP_1 : Remote (SRDF) diagnostic event trace triggered."" .1.3.6.1.3.94.1.11.1.6.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 6 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s ""000192601409"" .1.3.6.1.3.94.1.6.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 i 11 .1.3.6.1.4.1.1139.3.8888.1.0 i 2 .1.3.6.1.4.1.1139.3.8888.2.0 i 1051 .1.3.6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""
4. Check alert manager log message","1. In step 4, log shows the trap receival , check the fields of alert model"
Get Alert Notification from storage backend,Trap drop with mismatching community string in alert source,SIM_AM_026,"1. SIM project installed
2. Storage device Available 
3. Netsnmp is installed","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with v2 version:
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}

3. Send v2 test trap with community string ‘public2’
snmptrap -c public2 -v 2c 127.0.0.1 """" 1.3.6.1.3.94 1.3.6.1.3.94.1.11.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 79 
.1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s 000192601409 .1.3.6.1.3.94.1.11.1.7.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 5 .1.3.6.1.3.94.1.11.1.9.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 s ""Symmetrix 000192601409 FastSRP SRP_1 : Remote (SRDF) diagnostic event trace triggered."" .1.3.6.1.3.94.1.11.1.6.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 6 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s ""000192601409"" .1.3.6.1.3.94.1.6.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 i 11 .1.3.6.1.4.1.1139.3.8888.1.0 i 2 .1.3.6.1.4.1.1139.3.8888.2.0 i 1051 .1.3.6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""
4. Check alert manager log message","1. In step 4, verify no trap receive log"
Get Alert Notification from storage backend,Trap drop when v2 alert source configured and v3 trap received,SIM_AM_027,"1. SIM project installed
2. Storage device Available 
3. Netsnmp is installed","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with v2 version:
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}
3. Send v3 test trap 
snmptrap -e 0x800000d30300000e112245 -v 3 -u test1 -a SHA -A abcd123456 -x DES -X abcd123456 -l authPriv 127.0.0.1 """" 1.3.6.1.3.94 1.3.6.1.3.94.1.11.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 79 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s 000192601409 .1.3.6.1.3.94.1.11.1.7.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 5 .1.3.6.1.3.94.1.11.1.9.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 s ""Symmetrix 000192601409 FastSRP SRP_1 : Remote (SRDF) diagnostic event trace triggered."" .1.3.6.1.3.94.1.11.1.6.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 6 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s ""000192601409"" .1.3.6.1.3.94.1.6.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 i 11 .1.3.6.1.4.1.1139.3.8888.1.0 i 2 .1.3.6.1.4.1.1139.3.8888.2.0 i 1051 .1.3.6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""
4. Check alert manager log message","1. In step 4, verify no trap receive log"
Get Alert Notification from storage backend,"Trap receive when 
Multiple alert sources with v2 config",SIM_AM_028,"1. SIM project installed
2. Storage device Available 
3. Netsnmp is installed","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with v2 version:
{
 ""host"":""127.0.0.1"",
 ""version"":""snmpv2c"",
 ""community_string"":""public""
}
3. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add another  alert source  with v2 version:
{
 ""host"":""127.0.0.2"",
 ""version"":""snmpv2c"",
 ""community_string"":""public2""
}
}

4. Send v2 test trap with community string ‘public’ from first alert source
snmptrap -c public -v 2c 127.0.0.1 """" 1.3.6.1.3.94 1.3.6.1.3.94.1.11.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 79 
.1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s 000192601409 .1.3.6.1.3.94.1.11.1.7.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 5 .1.3.6.1.3.94.1.11.1.9.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 s ""Symmetrix 000192601409 FastSRP SRP_1 : Remote (SRDF) diagnostic event trace triggered."" .1.3.6.1.3.94.1.11.1.6.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 6 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s ""000192601409"" .1.3.6.1.3.94.1.6.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 i 11 .1.3.6.1.4.1.1139.3.8888.1.0 i 2 .1.3.6.1.4.1.1139.3.8888.2.0 i 1051 .1.3.6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""
5. Check alert manager log message","1. In step 4, log shows the trap receival , check the fields of alert model"
Get Alert Notification from storage backend,"Trap receive with alert source having  security 
Level NoauthNoPriv",SIM_AM_029,"1. SIM project installed
2. Storage device Available 
3. Netsnmp is installed","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with security_level  NoAuthNoPriv
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""NoAuthNoPriv"",
 ""privacy_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}
3. Send v3 test trap with security_level  NoAuthNoPriv
snmptrap -e 0x800000d30300000e112245 -v 3 -u test1  -l noAuthNoPriv 127.0.0.1 """" 1.3.6.1.3.94 1.3.6.1.3.94.1.11.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 79 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s 000192601409 .1.3.6.1.3.94.1.11.1.7.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 5 .1.3.6.1.3.94.1.11.1.9.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 s ""Symmetrix 000192601409 FastSRP SRP_1 : Remote (SRDF) diagnostic event trace triggered."" .1.3.6.1.3.94.1.11.1.6.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 6 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s ""000192601409"" .1.3.6.1.3.94.1.6.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 i 11 .1.3.6.1.4.1.1139.3.8888.1.0 i 2 .1.3.6.1.4.1.1139.3.8888.2.0 i 1051 .1.3.6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""
4. Check alert manager log message","1. In step 4, log shows the trap receival , check the fields of alert model"
Get Alert Notification from storage backend,"Trap receive with alert source having  security 
Level authNoPriv",SIM_AM_030,"1. SIM project installed
2. Storage device Available 
3. Netsnmp is installed","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with security_level  AuthNoPriv
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
 ""security_level"": ""AuthNoPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}
3. Send v3 test trap with security_level  AuthNoPriv
snmptrap -e 0x800000d30300000e112245 -v 3 -u test1 -a SHA -A abcd123456  -l authNoPriv 127.0.0.1 """" 1.3.6.1.3.94 1.3.6.1.3.94.1.11.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 79 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s 000192601409 .1.3.6.1.3.94.1.11.1.7.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 5 .1.3.6.1.3.94.1.11.1.9.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 s ""Symmetrix 000192601409 FastSRP SRP_1 : Remote (SRDF) diagnostic event trace triggered."" .1.3.6.1.3.94.1.11.1.6.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 6 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s ""000192601409"" .1.3.6.1.3.94.1.6.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 i 11 .1.3.6.1.4.1.1139.3.8888.1.0 i 2 .1.3.6.1.4.1.1139.3.8888.2.0 i 1051 .1.3.6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""
4. Check alert manager log message","1. In step 4, log shows the trap receival , check the fields of alert model"
Get Alert Notification from storage backend,"Trap receive with alert source having  security 
Level authPriv",SIM_AM_031,"1. SIM project installed
2. Storage device Available 
3. Netsnmp is installed","1. Call POST /v1/storages with correct credentials body to register a new storage device:
{ 
""username"":""admin"",
""password"": ""password"",
""port"":1234,
""host"" :10.0.0.1,
""vendor"" : “vendor”,
""model"": ""model""
}
2. Call PUT <ip-addr>:<port>/v1/storages/<storage-id>/alert-source to add a new alert source  with security_level  AuthPriv
{
 ""host"": ""127.0.0.1"",
 ""version"": ""snmpv3"",
 ""username"": ""test1"",
""security_level"": ""AuthPriv"",
 ""auth_protocol"": ""sha"",
 ""auth_key"": ""abcd123456"",
 ""privacy_protocol"": ""des"",
 ""privacy_key"": ""abcd123456"",
 ""engine_id"": ""800000d30300000e112245""
}
3. Send v3 test trap with security_level  AuthNoPriv
snmptrap -e 0x800000d30300000e112245 -v 3 -u test1 -a SHA -A abcd123456 -x DES -X abcd123456 -l authPriv 127.0.0.1 """" 1.3.6.1.3.94 1.3.6.1.3.94.1.11.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 79 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s 000192601409 .1.3.6.1.3.94.1.11.1.7.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 5 .1.3.6.1.3.94.1.11.1.9.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 s ""Symmetrix 000192601409 FastSRP SRP_1 : Remote (SRDF) diagnostic event trace triggered."" .1.3.6.1.3.94.1.11.1.6.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0.79 i 6 .1.3.6.1.3.94.1.6.1.20.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 s ""000192601409"" .1.3.6.1.3.94.1.6.1.3.80.6.4.130.222.183.80.64.0.0.0.0.0.0.0.0 i 11 .1.3.6.1.4.1.1139.3.8888.1.0 i 2 .1.3.6.1.4.1.1139.3.8888.2.0 i 1051 .1.3.6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""6.1.4.1.1139.3.8888.3.0 i 1051 .1.3.6.1.4.1.1139.3.8888.4.0 s ""SRP_1""
4. Check alert manager log message","1. In step 4, log shows the trap receival , check the fields of alert model"
